Show,EpId,ClipId,Start,Stop,is_stutter,stutter_ratio,calculated_raters
HeStutters,1,138,12512000,12560000,1,0.6666666666666666,3
HeStutters,1,139,12786880,12834880,0,0.3333333333333333,3
HeStutters,1,140,12821920,12869920,1,0.5,4
HeStutters,1,141,12866400,12914400,0,0.3333333333333333,3
HeStutters,1,142,12901440,12949440,1,0.6666666666666666,3
HeStutters,1,143,12980800,13028800,0,0.3333333333333333,3
HeStutters,1,144,13032640,13080640,1,1.0,3
HeStutters,1,145,13221920,13269920,1,0.6666666666666666,3
HeStutters,1,146,13257920,13305920,1,1.0,5
HeStutters,1,147,14344000,14392000,1,0.8,5
HeStutters,1,148,14402080,14450080,1,1.0,3
HeStutters,1,149,14726400,14774400,0,0.3333333333333333,3
HeStutters,1,150,14758560,14806560,1,0.6666666666666666,3
HeStutters,1,151,14783360,14831360,0,0.3333333333333333,3
HeStutters,1,152,14980640,15028640,0,0.0,3
HeStutters,1,153,15015200,15063200,0,0.3333333333333333,3
HeStutters,1,154,15070560,15118560,1,0.75,4
HeStutters,1,155,15124320,15172320,1,1.0,3
HeStutters,1,156,3482240,3530240,1,1.0,3
HeStutters,1,157,3516640,3564640,1,1.0,5
HeStutters,1,158,15173440,15221440,1,1.0,4
HeStutters,1,159,15205760,15253760,1,1.0,5
HeStutters,1,160,15252000,15300000,1,0.8333333333333334,6
HeStutters,1,161,15289600,15337600,1,1.0,5
HeStutters,1,162,15335200,15383200,0,0.3333333333333333,3
HeStutters,1,163,15381440,15429440,1,1.0,3
HeStutters,1,164,16015840,16063840,1,1.0,4
HeStutters,1,165,16053120,16101120,0,0.3333333333333333,3
HeStutters,1,166,16190400,16238400,1,0.5,4
HeStutters,1,167,16223360,16271360,1,1.0,3
HeStutters,1,168,16315520,16363520,1,0.6666666666666666,3
HeStutters,1,169,16348960,16396960,1,1.0,5
HeStutters,1,170,16463200,16511200,1,1.0,6
HeStutters,1,171,16502400,16550400,0,0.3333333333333333,3
HeStutters,1,172,16672480,16720480,1,1.0,3
HeStutters,1,173,16733760,16781760,1,0.6666666666666666,3
HeStutters,1,174,16794080,16842080,0,0.3333333333333333,3
HeStutters,1,175,16834720,16882720,1,1.0,4
HeStutters,1,176,3907040,3955040,0,0.3333333333333333,3
HeStutters,1,177,3944320,3992320,1,0.6666666666666666,3
HeStutters,1,178,16874240,16922240,0,0.0,3
HeStutters,1,179,16914400,16962400,1,0.6666666666666666,3
HeStutters,1,180,16963680,17011680,1,0.6666666666666666,3
HeStutters,1,181,17010720,17058720,1,0.6666666666666666,3
HeStutters,1,182,17043200,17091200,1,0.75,4
HeStutters,1,183,17106400,17154400,1,1.0,4
HeStutters,1,184,17369120,17417120,1,0.6666666666666666,3
HeStutters,1,185,17402400,17450400,0,0.3333333333333333,3
HeStutters,1,186,17453920,17501920,1,1.0,3
HeStutters,1,187,17499040,17547040,0,0.3333333333333333,3
HeStutters,1,188,17666080,17714080,1,1.0,3
HeStutters,1,189,17700640,17748640,1,0.6666666666666666,3
HeStutters,1,190,17865440,17913440,0,0.0,3
HeStutters,1,191,17900000,17948000,1,0.6666666666666666,3
HeStutters,1,192,17972960,18020960,0,0.0,3
HeStutters,1,193,18006240,18054240,1,0.6666666666666666,3
HeStutters,1,194,3995680,4043680,1,1.0,6
HeStutters,1,195,4043360,4091360,0,0.0,3
HeStutters,1,196,18749120,18797120,1,0.6666666666666666,3
HeStutters,1,197,18789600,18837600,1,0.5,4
HeStutters,1,198,19098880,19146880,0,0.0,3
HeStutters,1,199,19138080,19186080,0,0.0,3
HeStutters,1,200,19231360,19279360,1,0.6666666666666666,3
HeStutters,1,201,19308960,19356960,1,1.0,3
HeStutters,1,202,19786720,19834720,1,0.8,5
HeStutters,1,204,19858560,19906560,1,1.0,3
HeStutters,1,205,20301280,20349280,1,1.0,3
HeStutters,1,206,20360480,20408480,1,0.6666666666666666,3
HeStutters,1,207,20414720,20462720,1,1.0,3
HeStutters,1,208,20455680,20503680,0,0.3333333333333333,3
HeStutters,1,209,20511200,20559200,1,1.0,5
HeStutters,1,210,20727200,20775200,1,1.0,3
HeStutters,1,211,20761440,20809440,1,1.0,4
HeStutters,1,212,20840160,20888160,1,0.75,4
HeStutters,1,213,20876960,20924960,0,0.3333333333333333,3
HeStutters,1,215,20998080,21046080,0,0.3333333333333333,3
HeStutters,1,216,21037120,21085120,0,0.0,3
HeStutters,1,217,21576320,21624320,1,1.0,3
HeStutters,1,218,21609600,21657600,0,0.3333333333333333,3
HeStutters,1,219,21760480,21808480,1,0.6666666666666666,3
HeStutters,1,220,21794560,21842560,1,0.6666666666666666,3
HeStutters,1,221,21863040,21911040,1,0.6666666666666666,3
HeStutters,1,222,21952160,22000160,1,1.0,4
HeStutters,1,223,22759680,22807680,0,0.3333333333333333,3
HeStutters,1,224,22819200,22867200,1,0.6666666666666666,3
HeStutters,1,225,22859840,22907840,1,0.6666666666666666,3
HeStutters,1,226,22896640,22944640,1,0.6666666666666666,3
HeStutters,1,227,22919360,22967360,1,1.0,3
HeStutters,1,228,22972800,23020800,0,0.0,3
HeStutters,1,229,23255360,23303360,1,1.0,5
HeStutters,1,230,23288480,23336480,1,0.6666666666666666,3
HeStutters,1,231,4642400,4690400,0,0.3333333333333333,3
HeStutters,1,232,4675520,4723520,1,0.6666666666666666,3
HeStutters,1,233,23335040,23383040,0,0.3333333333333333,3
HeStutters,1,234,23371520,23419520,1,1.0,4
HeStutters,1,235,23451360,23499360,0,0.3333333333333333,3
HeStutters,1,236,23485440,23533440,1,1.0,3
HeStutters,1,237,23531360,23579360,0,0.3333333333333333,3
HeStutters,1,238,23564640,23612640,1,0.75,4
HeStutters,1,239,24020000,24068000,1,0.6666666666666666,3
HeStutters,1,240,24063680,24111680,0,0.3333333333333333,3
HeStutters,1,241,24104000,24152000,1,1.0,3
HeStutters,1,242,24141920,24189920,1,0.5,4
HeStutters,1,243,24229920,24277920,0,0.0,3
HeStutters,1,244,24263200,24311200,1,1.0,3
HeStutters,1,245,24326240,24374240,1,0.75,4
HeStutters,1,246,24364160,24412160,1,1.0,3
HeStutters,1,247,24762880,24810880,1,0.75,4
HeStutters,1,248,24795840,24843840,1,0.75,4
HeStutters,1,249,25347520,25395520,1,1.0,4
HeStutters,1,250,25383200,25431200,1,0.8,5
HeStutters,1,251,25457120,25505120,0,0.0,3
HeStutters,1,252,4712800,4760800,1,1.0,4
HeStutters,1,253,4751200,4799200,1,1.0,5
HeStutters,1,254,26066720,26114720,1,1.0,5
HeStutters,1,255,26099680,26147680,1,0.75,4
HeStutters,1,256,26785280,26833280,0,0.0,3
HeStutters,1,257,26855520,26903520,1,1.0,3
HeStutters,1,258,26877120,26925120,1,1.0,4
HeStutters,1,259,27084640,27132640,0,0.3333333333333333,3
HeStutters,1,260,27120640,27168640,1,1.0,4
HeStutters,1,261,27184000,27232000,0,0.3333333333333333,3
HeStutters,1,262,27226080,27274080,1,1.0,3
HeStutters,1,263,27324960,27372960,1,1.0,5
HeStutters,1,264,27357440,27405440,1,0.6666666666666666,3
HeStutters,1,265,27487840,27535840,0,0.3333333333333333,3
HeStutters,1,266,27524480,27572480,0,0.3333333333333333,3
HeStutters,1,267,27572160,27620160,1,1.0,4
HeStutters,1,268,27623200,27671200,1,1.0,4
HeStutters,1,269,27772480,27820480,1,1.0,3
HeStutters,1,270,27808960,27856960,1,1.0,3
HeStutters,1,271,4800480,4848480,1,0.5,4
HeStutters,1,272,4835360,4883360,0,0.3333333333333333,3
HeStutters,2,0,451840,499840,0,0.3333333333333333,3
HeStutters,2,1,31465600,31513600,0,0.0,3
HeStutters,2,2,31583200,31631200,1,0.6666666666666666,3
HeStutters,2,3,31616320,31664320,1,1.0,3
HeStutters,2,4,31869440,31917440,1,1.0,3
HeStutters,2,5,31917280,31965280,1,0.6666666666666666,3
HeStutters,2,6,32016320,32064320,0,0.3333333333333333,3
HeStutters,2,7,32044000,32092000,0,0.3333333333333333,3
HeStutters,2,8,32853280,32901280,1,1.0,3
HeStutters,2,9,32881760,32929760,1,0.6666666666666666,3
HeStutters,2,10,32980640,33028640,0,0.3333333333333333,3
HeStutters,2,11,33012000,33060000,0,0.3333333333333333,3
HeStutters,2,12,33070080,33118080,1,0.75,4
HeStutters,2,13,33104320,33152320,1,1.0,7
HeStutters,2,14,33720640,33768640,0,0.0,3
HeStutters,2,15,33753120,33801120,0,0.3333333333333333,3
HeStutters,2,16,33885920,33933920,1,0.75,4
HeStutters,2,17,33919680,33967680,1,0.6666666666666666,3
HeStutters,2,18,33975680,34023680,0,0.3333333333333333,3
HeStutters,2,19,34008800,34056800,0,0.3333333333333333,3
HeStutters,2,20,2603200,2651200,0,0.3333333333333333,3
HeStutters,2,21,34062560,34110560,0,0.3333333333333333,3
HeStutters,2,22,34198720,34246720,0,0.3333333333333333,3
HeStutters,2,23,34254080,34302080,0,0.3333333333333333,3
HeStutters,2,24,34286080,34334080,1,0.6666666666666666,3
HeStutters,2,25,34587840,34635840,1,0.6666666666666666,3
HeStutters,2,26,34635040,34683040,0,0.3333333333333333,3
HeStutters,2,27,34821440,34869440,0,0.3333333333333333,3
HeStutters,2,28,34849920,34897920,0,0.0,3
HeStutters,2,29,35669920,35717920,0,0.0,3
HeStutters,2,30,35700640,35748640,1,0.6666666666666666,3
HeStutters,2,31,35829920,35877920,0,0.0,3
HeStutters,2,32,35873280,35921280,0,0.0,3
HeStutters,2,33,36264320,36312320,0,0.0,3
HeStutters,2,34,36311520,36359520,0,0.3333333333333333,3
HeStutters,2,35,36380480,36428480,1,1.0,4
HeStutters,2,36,36410880,36458880,0,0.0,3
HeStutters,2,37,36535040,36583040,1,0.6666666666666666,3
HeStutters,2,38,36562880,36610880,1,0.6666666666666666,3
HeStutters,2,39,2679360,2727360,1,1.0,4
HeStutters,2,40,2709920,2757920,1,0.6666666666666666,3
HeStutters,2,41,37802240,37850240,0,0.0,3
HeStutters,2,42,2940960,2988960,0,0.3333333333333333,3
HeStutters,2,43,2974080,3022080,0,0.0,3
HeStutters,2,44,3086880,3134880,1,0.6666666666666666,3
HeStutters,2,45,3124800,3172800,0,0.0,3
HeStutters,2,46,3633920,3681920,0,0.0,3
HeStutters,2,47,3698240,3746240,0,0.0,3
HeStutters,2,48,3767040,3815040,0,0.3333333333333333,3
HeStutters,2,49,4225120,4273120,1,0.6666666666666666,3
HeStutters,2,50,4253120,4301120,1,0.5,4
HeStutters,2,52,4375040,4423040,0,0.0,3
HeStutters,2,53,4513600,4561600,0,0.3333333333333333,3
HeStutters,2,54,4550240,4598240,0,0.0,3
HeStutters,2,55,4988640,5036640,0,0.3333333333333333,3
HeStutters,2,57,511520,559520,1,1.0,4
HeStutters,2,58,540160,588160,0,0.3333333333333333,3
HeStutters,2,59,5121280,5169280,1,1.0,3
HeStutters,2,60,5148960,5196960,1,1.0,3
HeStutters,2,61,5213440,5261440,1,0.5,4
HeStutters,2,62,5244960,5292960,1,0.6666666666666666,3
HeStutters,2,63,5292800,5340800,0,0.3333333333333333,3
HeStutters,2,64,5320320,5368320,1,0.6666666666666666,3
HeStutters,2,65,5748320,5796320,0,0.0,3
HeStutters,2,66,5779360,5827360,1,0.6666666666666666,3
HeStutters,2,67,5985920,6033920,1,0.6666666666666666,3
HeStutters,2,68,6017600,6065600,1,0.6666666666666666,3
HeStutters,2,69,6882400,6930400,0,0.3333333333333333,3
HeStutters,2,70,6915520,6963520,1,0.75,4
HeStutters,2,71,7955840,8003840,1,0.75,4
HeStutters,2,72,7987520,8035520,1,1.0,5
HeStutters,2,73,8043360,8091360,1,1.0,4
HeStutters,2,74,8176000,8224000,0,0.0,3
HeStutters,2,75,8220640,8268640,1,0.6666666666666666,3
HeStutters,2,76,8242880,8290880,1,0.75,4
HeStutters,2,77,610560,658560,0,0.3333333333333333,3
HeStutters,2,78,640960,688960,0,0.3333333333333333,3
HeStutters,2,79,8451840,8499840,1,0.6666666666666666,3
HeStutters,2,80,8479680,8527680,0,0.3333333333333333,3
HeStutters,2,81,8588640,8636640,0,0.3333333333333333,3
HeStutters,2,82,8618400,8666400,0,0.0,3
HeStutters,2,84,8762880,8810880,0,0.3333333333333333,3
HeStutters,2,85,8933280,8981280,1,1.0,4
HeStutters,2,86,8977280,9025280,1,0.6666666666666666,3
HeStutters,2,87,8994720,9042720,1,1.0,3
HeStutters,2,88,9051680,9099680,0,0.0,3
HeStutters,2,89,9167520,9215520,1,0.6666666666666666,3
HeStutters,2,90,9200160,9248160,0,0.3333333333333333,3
HeStutters,2,91,9837440,9885440,1,1.0,4
HeStutters,2,92,9866560,9914560,1,0.6666666666666666,3
HeStutters,2,93,9920640,9968640,0,0.3333333333333333,3
HeStutters,2,94,10241920,10289920,0,0.3333333333333333,3
HeStutters,2,95,10269280,10317280,1,0.75,4
HeStutters,2,96,1026720,1074720,0,0.0,3
HeStutters,2,97,996320,1044320,0,0.3333333333333333,3
HeStutters,2,98,10316480,10364480,1,1.0,3
HeStutters,2,99,10604320,10652320,0,0.3333333333333333,3
HeStutters,2,100,10651040,10699040,0,0.3333333333333333,3
HeStutters,2,101,10772320,10820320,1,0.6666666666666666,3
HeStutters,2,102,10819200,10867200,1,1.0,3
HeStutters,2,103,10862560,10910560,1,1.0,3
HeStutters,2,104,10928000,10976000,1,1.0,3
HeStutters,2,105,10960640,11008640,0,0.3333333333333333,3
HeStutters,2,106,11022240,11070240,0,0.3333333333333333,3
HeStutters,2,107,11254880,11302880,1,1.0,5
HeStutters,2,108,11282400,11330400,1,1.0,3
HeStutters,2,109,11583040,11631040,0,0.3333333333333333,3
HeStutters,2,111,11796000,11844000,0,0.3333333333333333,3
HeStutters,2,112,11852640,11900640,1,0.6666666666666666,3
HeStutters,2,113,11917760,11965760,1,1.0,4
HeStutters,2,114,1053440,1101440,0,0.0,3
HeStutters,2,115,13442080,13490080,1,1.0,3
HeStutters,2,116,13470720,13518720,1,1.0,4
HeStutters,2,117,13983200,14031200,1,1.0,3
HeStutters,2,118,14015200,14063200,0,0.0,3
HeStutters,2,119,14229600,14277600,1,0.75,4
HeStutters,2,120,14259040,14307040,1,0.6666666666666666,3
HeStutters,2,121,14284000,14332000,0,0.3333333333333333,3
HeStutters,2,122,14556960,14604960,0,0.0,3
HeStutters,2,123,14586720,14634720,1,0.6666666666666666,3
HeStutters,2,124,14740480,14788480,1,1.0,4
HeStutters,2,125,14768000,14816000,1,1.0,3
HeStutters,2,126,15013280,15061280,1,1.0,4
HeStutters,2,127,15043680,15091680,0,0.0,3
HeStutters,2,128,15447200,15495200,1,1.0,3
HeStutters,2,129,15485760,15533760,1,1.0,4
HeStutters,2,130,15531040,15579040,1,1.0,3
HeStutters,2,131,15560320,15608320,0,0.0,3
HeStutters,2,132,15662400,15710400,0,0.0,3
HeStutters,2,133,15690240,15738240,0,0.0,3
HeStutters,2,134,1358240,1406240,0,0.3333333333333333,3
HeStutters,2,135,1390720,1438720,0,0.0,3
HeStutters,2,136,17136320,17184320,0,0.3333333333333333,3
HeStutters,2,137,17199040,17247040,0,0.3333333333333333,3
HeStutters,2,138,17233760,17281760,0,0.3333333333333333,3
HeStutters,2,139,17276800,17324800,1,1.0,3
HeStutters,2,140,17306080,17354080,1,0.8,5
HeStutters,2,141,17446560,17494560,0,0.0,3
HeStutters,2,142,17480320,17528320,0,0.0,3
HeStutters,2,143,17700000,17748000,0,0.3333333333333333,3
HeStutters,2,144,17730400,17778400,0,0.0,3
HeStutters,2,145,18547200,18595200,1,1.0,3
HeStutters,2,146,18583840,18631840,0,0.0,3
HeStutters,2,147,18695360,18743360,0,0.3333333333333333,3
HeStutters,2,148,18725440,18773440,1,0.6666666666666666,3
HeStutters,2,149,19540160,19588160,0,0.3333333333333333,3
HeStutters,2,150,19572320,19620320,1,1.0,3
HeStutters,2,151,19796000,19844000,0,0.3333333333333333,3
HeStutters,2,152,19825920,19873920,0,0.0,3
HeStutters,2,153,19924320,19972320,1,1.0,3
HeStutters,2,154,19952320,20000320,0,0.25,4
HeStutters,2,155,1417920,1465920,1,0.5,4
HeStutters,2,156,20008320,20056320,0,0.0,3
HeStutters,2,157,20449120,20497120,0,0.3333333333333333,3
HeStutters,2,158,20485120,20533120,0,0.3333333333333333,3
HeStutters,2,159,20748000,20796000,0,0.3333333333333333,3
HeStutters,2,160,20776480,20824480,1,0.6666666666666666,3
HeStutters,2,161,21402720,21450720,0,0.3333333333333333,3
HeStutters,2,162,21435840,21483840,0,0.0,3
HeStutters,2,163,21770720,21818720,1,0.6666666666666666,3
HeStutters,2,164,21798400,21846400,1,0.75,4
HeStutters,2,165,21858720,21906720,1,1.0,3
HeStutters,2,166,21891040,21939040,1,0.75,4
HeStutters,2,167,21926880,21974880,0,0.0,3
HeStutters,2,168,21989120,22037120,1,0.6666666666666666,3
HeStutters,2,169,22250240,22298240,0,0.0,3
HeStutters,2,170,22285760,22333760,0,0.0,3
HeStutters,2,171,22349120,22397120,1,1.0,3
HeStutters,2,173,1752000,1800000,1,0.5,4
HeStutters,2,174,22417440,22465440,1,1.0,4
HeStutters,2,175,22457120,22505120,1,0.6666666666666666,3
HeStutters,2,177,22529440,22577440,0,0.0,3
HeStutters,2,178,22561440,22609440,1,0.75,4
HeStutters,2,179,22837440,22885440,1,1.0,3
HeStutters,2,180,22869440,22917440,0,0.0,3
HeStutters,2,181,23507040,23555040,0,0.0,3
HeStutters,2,182,23547200,23595200,0,0.0,3
HeStutters,2,183,24080160,24128160,0,0.3333333333333333,3
HeStutters,2,184,24118880,24166880,1,1.0,3
HeStutters,2,185,24536480,24584480,1,0.8,5
HeStutters,2,186,24566400,24614400,1,1.0,4
HeStutters,2,187,25471680,25519680,1,1.0,5
HeStutters,2,188,25499040,25547040,1,1.0,6
HeStutters,2,189,25683200,25731200,1,1.0,4
HeStutters,2,190,25718080,25766080,0,0.3333333333333333,3
HeStutters,2,191,26204800,26252800,0,0.3333333333333333,3
HeStutters,2,192,26248480,26296480,1,0.75,4
HeStutters,2,193,1847200,1895200,1,1.0,3
HeStutters,2,194,1874880,1922880,0,0.3333333333333333,3
HeStutters,2,195,26954080,27002080,1,1.0,3
HeStutters,2,196,26992320,27040320,0,0.0,3
HeStutters,2,197,27307360,27355360,1,1.0,5
HeStutters,2,198,27337120,27385120,0,0.0,3
HeStutters,2,199,27418240,27466240,0,0.3333333333333333,3
HeStutters,2,200,27461920,27509920,0,0.0,3
HeStutters,2,201,28885120,28933120,0,0.3333333333333333,3
HeStutters,2,202,28922240,28970240,0,0.0,3
HeStutters,2,203,29016480,29064480,1,0.75,4
HeStutters,2,204,29050080,29098080,0,0.3333333333333333,3
HeStutters,2,205,29213920,29261920,1,1.0,4
HeStutters,2,206,29256320,29304320,1,0.5,4
HeStutters,2,207,29894880,29942880,0,0.3333333333333333,3
HeStutters,2,208,29937600,29985600,1,0.6666666666666666,3
HeStutters,2,209,29989920,30037920,0,0.0,3
HeStutters,2,210,30689280,30737280,0,0.0,3
HeStutters,2,211,30720800,30768800,0,0.3333333333333333,3
HeStutters,2,212,31416160,31464160,1,1.0,3
HeStutters,2,213,31446400,31494400,0,0.0,3
HeStutters,2,214,2489920,2537920,1,0.6666666666666666,3
HeStutters,2,215,2529600,2577600,0,0.0,3
HeStutters,3,0,495680,543680,0,0.3333333333333333,3
HeStutters,3,2,47905920,47953920,0,0.0,3
HeStutters,3,3,50012480,50060480,1,1.0,3
HeStutters,3,4,50530720,50578720,0,0.0,3
HeStutters,3,5,51260000,51308000,1,1.0,3
HeStutters,3,7,7659360,7707360,0,0.0,3
HeStutters,3,9,738720,786720,1,1.0,3
HeStutters,3,10,10837600,10885600,1,1.0,3
HeStutters,3,11,10882880,10930880,0,0.3333333333333333,3
HeStutters,3,12,11107520,11155520,0,0.0,3
HeStutters,3,13,12074400,12122400,0,0.0,3
HeStutters,3,14,16540960,16588960,0,0.0,3
HeStutters,3,15,17041440,17089440,1,0.6666666666666666,3
HeStutters,3,16,19905600,19953600,0,0.0,3
HeStutters,3,17,20033760,20081760,0,0.3333333333333333,3
HeStutters,3,18,21100000,21148000,0,0.3333333333333333,3
HeStutters,3,20,22033280,22081280,0,0.25,4
HeStutters,3,21,22716480,22764480,0,0.3333333333333333,3
HeStutters,3,22,23963360,24011360,0,0.3333333333333333,3
HeStutters,3,23,25013120,25061120,1,0.75,4
HeStutters,3,24,25050400,25098400,0,0.3333333333333333,3
HeStutters,3,25,25138720,25186720,0,0.0,3
HeStutters,3,27,28796800,28844800,0,0.25,4
HeStutters,3,28,28997760,29045760,0,0.0,3
HeStutters,3,29,3184320,3232320,0,0.0,3
HeStutters,3,30,31262720,31310720,0,0.3333333333333333,3
HeStutters,3,31,32709600,32757600,0,0.3333333333333333,3
HeStutters,3,32,35935520,35983520,1,1.0,3
HeStutters,3,33,38988640,39036640,0,0.3333333333333333,3
HeStutters,3,34,39151840,39199840,0,0.0,3
HeStutters,3,35,39187680,39235680,0,0.0,3
HeStutters,3,36,39905440,39953440,0,0.0,3
HeStutters,3,37,41970720,42018720,1,0.6666666666666666,3
HeStutters,3,38,42001440,42049440,1,0.5,4
HeStutters,3,39,42770560,42818560,0,0.0,3
HeStutters,4,0,36485440,36533440,1,1.0,4
HeStutters,4,1,36822400,36870400,1,1.0,3
HeStutters,4,2,37414240,37462240,0,0.3333333333333333,3
HeStutters,4,3,37718560,37766560,1,0.5,4
HeStutters,4,4,37796160,37844160,1,1.0,3
HeStutters,4,5,5666880,5714880,0,0.0,3
HeStutters,4,6,6320640,6368640,0,0.3333333333333333,3
HeStutters,4,7,6701600,6749600,0,0.0,3
HeStutters,4,8,6736640,6784640,1,0.75,4
HeStutters,4,9,7083680,7131680,0,0.0,3
HeStutters,4,10,8555040,8603040,0,0.0,3
HeStutters,4,11,8593440,8641440,0,0.0,3
HeStutters,4,12,8754560,8802560,0,0.3333333333333333,3
HeStutters,4,13,8792000,8840000,0,0.0,3
HeStutters,4,14,1730080,1778080,1,1.0,3
HeStutters,4,15,15173280,15221280,0,0.0,3
HeStutters,4,16,17101600,17149600,1,0.5,4
HeStutters,4,17,18881120,18929120,0,0.3333333333333333,3
HeStutters,4,18,22986400,23034400,1,1.0,3
HeStutters,4,19,23604800,23652800,1,1.0,5
HeStutters,4,20,23766560,23814560,0,0.3333333333333333,3
HeStutters,4,21,23809280,23857280,0,0.0,3
HeStutters,4,23,2520640,2568640,0,0.3333333333333333,3
HeStutters,4,24,26591360,26639360,1,0.5,4
HeStutters,4,25,26913120,26961120,0,0.3333333333333333,3
HeStutters,4,26,27313920,27361920,0,0.0,3
HeStutters,4,27,27348800,27396800,1,1.0,3
HeStutters,4,28,3584160,3632160,0,0.3333333333333333,3
HeStutters,4,29,29728480,29776480,0,0.0,3
HeStutters,4,30,29880800,29928800,0,0.0,3
HeStutters,4,31,31804480,31852480,0,0.0,3
HeStutters,4,32,32738080,32786080,1,1.0,4
HeStutters,4,33,34043520,34091520,1,1.0,3
HeStutters,4,34,34075680,34123680,0,0.0,3
HeStutters,4,35,34777600,34825600,0,0.3333333333333333,3
HeStutters,4,36,34834240,34882240,0,0.0,3
HeStutters,4,37,35200160,35248160,1,1.0,3
HeStutters,4,38,35359360,35407360,0,0.0,3
HeStutters,4,39,5320000,5368000,0,0.3333333333333333,3
HeStutters,5,0,285920,333920,0,0.3333333333333333,3
HeStutters,5,1,44576000,44624000,1,1.0,3
HeStutters,5,2,44609760,44657760,0,0.4,5
HeStutters,5,3,44848000,44896000,0,0.3333333333333333,3
HeStutters,5,4,44882400,44930400,1,0.75,4
HeStutters,5,5,45278560,45326560,0,0.3333333333333333,3
HeStutters,5,6,45315680,45363680,1,1.0,3
HeStutters,5,7,45338560,45386560,1,0.6666666666666666,3
HeStutters,5,8,45516960,45564960,1,0.6666666666666666,3
HeStutters,5,9,45552960,45600960,0,0.3333333333333333,3
HeStutters,5,10,45662720,45710720,0,0.3333333333333333,3
HeStutters,5,11,45691040,45739040,1,0.6666666666666666,3
HeStutters,5,12,45906720,45954720,0,0.0,3
HeStutters,5,13,45942560,45990560,1,1.0,4
HeStutters,5,14,46305280,46353280,1,0.75,4
HeStutters,5,15,46356160,46404160,1,1.0,5
HeStutters,5,16,3721600,3769600,1,1.0,3
